image_id,label,entropy_gray_mean,entropy_gray_std,noise_variance,noise_energy,glcm_contrast,glcm_homogeneity,glcm_energy,glcm_correlation,fft_low_freq_energy,fft_high_freq_energy,fft_ratio,channel_r_mean,channel_r_std,channel_g_mean,channel_g_std,channel_b_mean,channel_b_std,edge_density,jpeg_artifact_score
psb_real_19pc1j.jpeg,0,5.2540026,63.26240393091837,228.58928,6.212316,585.1230311474249,0.43706426777281887,0.04068025970962714,0.926914880636916,2715130649.8438387,2788603307.1373873,1.027060450036824,75.79555188679245,72.11017152774953,84.71658018867925,59.67758119089158,55.22019575471698,63.98895122906487,0.12223820754716981,1.1600055
df_train_real_real_11516.jpg,0,4.7105045,43.545064734662276,1.7262383,0.5345001,21.719194240196085,0.4630315351571982,0.04826832785076865,0.9942621941120271,86900696.61265296,16770980.302730292,0.19299017103953103,76.96708679199219,46.86102916904687,67.86091613769531,45.733982179733275,56.816253662109375,40.422817450456385,0.0166168212890625,0.16641235
casia_real_Au_cha_10195.jpg,0,5.333235,73.81489862327543,717.49335,14.840983,1598.4535148101797,0.10459259631139546,0.01319947068426003,0.8533397897234836,4864846650.318412,6160915095.062293,1.2664150666823284,92.66090416666667,75.72626328768517,94.85587708333334,73.88630582862807,86.11072083333333,73.48837980182353,0.22632291666666668,1.9354091
df_train_real_real_30827.jpg,0,4.931816,41.47786711883557,55.987274,2.7231903,195.70574448529416,0.38485033837227167,0.039417888465913944,0.9432360776907254,131382437.78865619,76892498.87317573,0.5852570569353126,109.02789306640625,54.12630907007342,88.09019470214844,39.258109035555194,106.31210327148438,34.33901131001154,0.0670013427734375,0.27542114
df_train_real_real_27272.jpg,0,4.7386656,40.1673892330499,0.66022605,0.36593628,8.37434129901961,0.5243902871242809,0.051827074445385306,0.9974072236882473,65179362.611700505,12417984.260022044,0.19052018556856615,72.05055236816406,60.32582222117011,50.288909912109375,33.63512935266486,42.65263366699219,31.873009762235263,0.005218505859375,0.16397603
df_train_real_real_24714.jpg,0,4.715371,40.5213028317649,6.775486,1.0652008,49.3512867647059,0.39139671217464483,0.049567998988640505,0.9849651014931111,102955743.1801001,28316513.95978543,0.27503578804973955,66.53445434570312,48.74828694814343,64.85269165039062,43.04421602445898,49.5753173828125,34.81941419845942,0.054901123046875,0.240743
df_train_real_real_14844.jpg,0,4.3451567,58.27439019453913,10.915568,1.164093,108.4342218137255,0.5094051435443651,0.16020591501845083,0.9840090997348404,166400026.92130038,34703820.78039643,0.20855658152513254,154.3850860595703,56.93388314451464,157.62742614746094,59.905295827191686,171.60736083984375,69.8436382096258,0.0546722412109375,0.22865804
df_train_real_real_10474.jpg,0,5.3294888,73.48292600290195,19.23312,2.0382233,141.1859681372549,0.23336311581686908,0.018133961874397076,0.9869235977793414,173184306.46594414,50412765.707157165,0.2910931523525233,117.37510681152344,74.65378624925647,109.48060607910156,74.04249995218153,112.28883361816406,71.82747554884635,0.0692138671875,0.35101828
psb_real_5wa0dj.jpeg,0,5.2993107,53.345865266998835,16.279016,2.1556551,123.57319086461604,0.22508194955106492,0.01699660723680866,0.9782886039935852,13594391579.927185,4084876674.6130676,0.3004824931366989,114.47139788046015,62.80675945399257,97.46214068033935,54.8107547175972,93.0952557449963,56.26284568358228,0.062244323641655,0.37485358
df_train_real_real_62718.jpg,0,4.7675858,56.28382911205609,10.883537,1.1283875,95.86905637254904,0.39436163725027606,0.09169090664880454,0.9848891054169868,128616059.74825196,30891062.06357266,0.24018044188290025,94.85714721679688,80.51478948914149,51.55659484863281,50.44119587074403,42.18269348144531,45.854647263981235,0.055999755859375,0.3773651
df_test_real_real_4511.jpg,0,5.2102823,54.03232324258657,17.841583,1.9685822,81.43530943627451,0.34077051328513763,0.024742511721149205,0.9860588060876816,129832671.61524965,44990949.9770024,0.3465302640488677,90.4398193359375,55.74831625922746,72.44505310058594,54.92597448363494,62.12652587890625,54.267428341498025,0.0782623291015625,0.3232778
df_train_real_real_68041.jpg,0,5.183997,56.728697398735555,37.271294,2.7050018,255.68007046568627,0.29948277357813763,0.03362546372891617,0.9602108378526173,204197118.1669621,55381564.635527015,0.27121619116213086,120.2962646484375,64.85373625635208,117.79745483398438,55.502570484944144,113.8770751953125,57.08286375363986,0.135772705078125,0.48337808
df_train_real_real_48156.jpg,0,4.708773,75.06104412629699,8.358723,1.2549896,69.71767769607843,0.42223220672625406,0.19825608190188007,0.9938167548632688,155865582.8918546,31864181.43637857,0.20443372324528586,171.40936279296875,84.28288660572778,172.44386291503906,74.68265538514106,175.33970642089844,73.16558057395812,0.0658721923828125,0.57303363
casia_real_Au_ind_10102.jpg,0,5.0488396,40.224436603773064,19.770498,2.7044575,55.766440926892955,0.20857816351419667,0.01975062844569397,0.9827426684910128,155854131.68978196,83124129.8033826,0.5333456925533169,148.1539510091146,41.906795942389884,136.36953735351562,40.25157131709603,116.90859985351562,37.13550694079119,0.02789306640625,0.871738
casia_real_Au_cha_30563.jpg,0,5.374733,63.11716816659098,149.39093,6.347809,549.2148029536553,0.2076749607394108,0.017884403671150247,0.9310186179482697,415531044.9512272,252009189.14985454,0.6064749967825726,116.8252461751302,65.04139095119098,114.29662068684895,62.46513984174479,102.46007283528645,62.469038171243426,0.17530314127604166,0.4667867
